interval,activecontainers,ips,apparentips,ram,disk,creationids,hostalloc,active
62,16,"[1769.6119429496443, 2607.673546039784, 1178.6282089559033, 2579.823708694874, 5117.662151109386, 0, 657.7614400862267, 3782.9628893621643, 1254.9939763481898, 1254.9939763481898, 1896.4898516652977, 1889.8120704974624, 1385.7651768573314, 1317.2983312621604, 2837.2582871833197, 590.4107639942779]","[4029.0, 3023.131391022753, 1313.9022501305146, 2715.097749869485, 4029.0, 462.7469489314929, 4029.0, 4029.0, 4029.0, 1717.7409252796826, 4029.0, 4029.0, 1848.5121257888243, 4029.0, 4029.0, 1005.868608977247]","[(190.14146666666667, 0.5508, 0.17880000000000001), (269.13426666666675, 0.0028, 0.002466666666666667), (82.4876, 0.0007333333333333332, 0.002), (369.0984, 0.017666666666666667, 0.010733333333333333), (1652.5552, 0.23406666666666665, 1.0530666666666666), (31.1948, 10.048200000000001, 10.073133333333333), (192.93779999999998, 0.003933333333333333, 0.0014666666666666665), (0.0, 0.0, 0.0), (343.93240000000003, 0.0, 0.0), (343.93240000000003, 0.0, 0.0), (294.3, 0.001066666666666667, 0.005466666666666667), (253.7549333333333, 0.0006666666666666666, 0.0008), (106.95439999999999, 0.8705333333333333, 0.007), (75.49706666666667, 0.0, 0.001066666666666667), (111.8476, 0.035666666666666666, 0.024), (311.7758666666666, 0.0011333333333333332, 0.0015333333333333334)]","[(3, 0.00013333333333333334, 0.3462888888888889), (3, 0.0003333333333333333, 0.03149444444444444), (1, 0.0, 0.0005722222222222222), (3, 0.0, 0.018283333333333335), (3, 6.666666666666667e-05, 0.19762222222222223), (3, 0.0, 1.6666666666666667e-05), (1, 0.26766666666666666, 0.015294444444444444), (2, 0.0, 0.0), (3, 0.020033333333333334, 0.0038777777777777777), (3, 0.020033333333333334, 0.0038777777777777777), (3, 0.0002, 0.014294444444444445), (3, 0.00018333333333333334, 0.015666666666666666), (1, 0.0, 0.00021666666666666668), (2, 1.666666666666667e-05, 0.0007), (3, 0.0, 0.028383333333333337), (2, 0.0, 0.002388888888888889)]","[69, 63, 74, 66, 51, 67, 81, 60, 79, 80, 76, 72, 68, 77, 73, 78]","[3, 6, 11, 11, 13, 14, 8, 2, 0, 14, 7, 4, 14, 15, 5, 6]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
63,16,"[1292.1506073990797, 2350.5789710781155, 1165.2726485144767, 2440.1517244661704, 4122.055279481939, 2240.395480738335, 711.18368902724, 3388.973815271489, 1266.8615316800874, 1266.8615316800874, 2227.0400194731583, 2103.5010678682, 0, 0, 2777.0076285751793, 534.03988703]","[4029.0, 2922.769542024058, 1377.0604620241531, 2651.939537975847, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 2647.930765840044, 4029.0, 4029.0, 1381.0692341599563, 4029.0, 4029.0, 1106.2304579759423]","[(198.53, 0.4244, 0.13933333333333334), (272.62946666666676, 0.0018666666666666666, 0.0016), (81.08953333333334, 0.0002666666666666667, 0.001), (346.7288, 0.020133333333333333, 0.010266666666666667), (1744.8298, 0.16613333333333333, 0.7657333333333333), (973.0777333333333, 0.10640000000000001, 0.744), (134.2176, 0.002, 0.0014), (0.0, 0.0, 0.0), (306.18359999999996, 0.0, 0.0), (306.18359999999996, 0.0, 0.0), (234.18133333333338, 0.0016666666666666668, 0.0016), (244.66713333333328, 0.0014666666666666665, 0.0012), (100.663, 0.7605333333333333, 0.005333333333333333), (114.64386666666668, 0.0, 0.0011333333333333332), (115.3428, 0.03426666666666667, 0.023266666666666665), (325.75713333333334, 0.0011333333333333332, 0.0014666666666666665)]","[(3, 1.666666666666667e-05, 0.19247222222222224), (3, 0.0004166666666666666, 0.026177777777777776), (1, 0.0, 0.000538888888888889), (3, 0.0, 0.02930555555555556), (3, 5e-05, 0.15916666666666668), (3, 0.0, 0.025061111111111114), (1, 0.2701, 0.013050000000000004), (2, 0.0, 0.0), (3, 0.008033333333333333, 0.003372222222222222), (3, 0.008033333333333333, 0.003372222222222222), (3, 0.0006666666666666666, 0.02163888888888889), (3, 0.00015, 0.019816666666666666), (1, 0.0, 0.00023333333333333333), (2, 0.0, 0.0006555555555555555), (3, 0.0, 0.027411111111111112), (2, 0.0006666666666666666, 0.0023944444444444447)]","[69, 63, 74, 66, 51, 82, 81, 60, 79, 80, 76, 72, 68, 77, 73, 78]","[3, 6, 11, 11, 13, 12, 8, 2, 0, 14, 7, 4, 14, 15, 5, 6]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
64,15,"[961.60045201792, 2417.356782756471, 1158.5948682937635, 2141.6370915067846, 2995.9267752935734, 1332.217282883153, 0, 0, 1204.5568661876246, 1204.5568661876246, 1766.2731188925045, 2073.45105261294, 0, 3752.9130163235823, 3089.2155868173595, 522.1723339848888]","[4029.0, 2962.0922243857913, 1522.9788883934896, 2506.0211116065107, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 0, 4029.0, 4029.0, 1066.907775614209]","[(194.33579999999998, 0.31493333333333334, 0.10186666666666666), (289.4064, 0.0022, 0.0018666666666666666), (78.99233333333332, 0.0004, 0.0014), (570.4248, 0.0178, 0.010199999999999999), (1400.8971999999999, 0.20986666666666667, 0.7470666666666668), (805.3058666666667, 0.081, 0.3894666666666666), (226.49220000000003, 0.0016666666666666668, 0.0014), (0.0, 0.0, 0.0), (322.961, 0.0, 0.0), (322.961, 0.0, 0.0), (242.57, 0.0003333333333333333, 0.0004), (254.4540666666667, 0.0026, 0.0088), 0, (388.67179999999996, 7.663399999999999, 2.4918666666666667), (111.1486, 0.03153333333333334, 0.0434), (304.78553333333326, 0.0011333333333333332, 0.0014666666666666665)]","[(3, 0.0, 0.12192777777777777), (3, 0.19908333333333336, 0.026938888888888887), (1, 0.0, 0.0005777777777777778), (3, 1.666666666666667e-05, 0.026933333333333333), (3, 5e-05, 0.10956111111111111), (3, 0.0, 0.023311111111111112), (1, 0.27021666666666666, 0.012733333333333334), (2, 0.0, 0.0), (3, 0.007916666666666667, 0.003444444444444445), (3, 0.007916666666666667, 0.003444444444444445), (3, 6.666666666666667e-05, 0.009744444444444444), (3, 0.00011666666666666667, 0.017588888888888887), 0, (2, 0.0, 0.016355555555555557), (3, 0.0009, 0.029877777777777774), (2, 6.666666666666667e-05, 0.0023833333333333337)]","[69, 63, 74, 66, 51, 82, 81, 60, 79, 80, 76, 72, -1, 84, 73, 78]","[3, 6, 11, 11, 13, 12, 8, 2, 0, 14, 7, 4, -1, 15, 5, 6]","[True, True, True, True, True, True, True, True, True, True, True, True, False, True, True, True]"
65,16,"[1021.7004802690399, 1893.1509610813798, 1168.6115386248337, 0, 3697.1011269580267, 888.1448552554355, 3121.8625785998443, 881.4670876440003, 1252.0270875152155, 1252.0270875152155, 1993.317678598913, 2293.817831151513, 390.65025572768, 2794.65141873918, 2842.73561978406, 531.0729987687222]","[2330.02511227068, 2695.538981156329, 2598.8057693124165, 1430.194230687583, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 1698.97488772932, 4029.0, 4029.0, 1333.4610188436714]","[(146.80033333333338, 0.3725333333333334, 0.1176), (292.9018, 0.0003333333333333333, 0.0004), (67.10826666666667, 0.0004, 0.0014666666666666665), (469.7616, 0.014733333333333333, 0.0096), (1361.7504, 0.15293333333333334, 0.6102666666666667), (624.9507333333332, 0.08693333333333333, 0.30760000000000004), (0.0, 0.0, 0.0), (95.9442, 0.019933333333333334, 0.0208), (301.98940000000005, 0.0, 0.0), (301.98940000000005, 0.0, 0.0), (231.3854, 0.0005333333333333334, 0.0008), (268.435, 0.0018666666666666666, 0.0016), (499.1218, 0.0004, 0.0003333333333333333), (651.5146, 19.004533333333335, 2.486266666666667), (97.86666666666669, 0.0338, 0.023066666666666666), (258.64813333333325, 0.0011333333333333332, 0.0015333333333333334)]","[(3, 5e-05, 0.20093333333333338), (3, 0.04091666666666667, 0.011177777777777778), (1, 0.0, 0.0005333333333333334), (3, 0.0, 0.018616666666666667), (3, 5e-05, 0.17994444444444446), (3, 0.0, 0.013066666666666667), (2, 0.0, 0.0), (1, 0.0012, 0.05558333333333333), (3, 0.00785, 0.003533333333333333), (3, 0.00785, 0.003533333333333333), (3, 6.666666666666667e-05, 0.011649999999999999), (3, 0.00013333333333333334, 0.023688888888888888), (2, 0.012733333333333334, 0.0036666666666666666), (2, 0.0, 0.0053), (3, 0.0, 0.02947777777777778), (2, 0.0010333333333333334, 0.0024222222222222223)]","[69, 63, 74, 66, 51, 82, 83, 85, 79, 80, 76, 72, 86, 84, 73, 78]","[3, 6, 11, 11, 13, 12, 9, 8, 0, 14, 7, 4, 3, 15, 5, 6]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
66,16,"[3549.2405572744774, 2464.10125093132, 1158.5948682937635, 1763.7010974382797, 3545.3317867709156, 1101.8338429860667, 3065.1014408071205, 754.589249271, 1225.3250880184453, 1225.3250880184453, 1889.8120704974624, 0, 530.8836808606934, 1739.5619942211624, 2867.38361648739, 537.0067752912778]","[3523.6784382068918, 2978.047237820021, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 505.321561793108, 4029.0, 4029.0, 1050.952762179979]","[(290.8046, 0.5733333333333334, 0.17), (276.82340000000005, 0.0026, 0.0022), (99.26446666666666, 0.0004, 0.0014), (39.146666666666654, 0.29753333333333337, 0.0019333333333333331), (1420.4706, 0.1998, 0.6669333333333333), (641.7282666666667, 0.07759999999999999, 0.331), (0.0, 0.0, 0.0), (96.9928, 0.020133333333333333, 0.014066666666666665), (328.5532, 0.0, 0.0), (328.5532, 0.0, 0.0), (253.7549333333333, 0.0006666666666666666, 0.0008), (269.134, 0.0016666666666666668, 0.0014666666666666665), (455.08166666666676, 0.012533333333333334, 0.18906666666666663), (369.0984, 16.1096, 2.579733333333333), (98.5656, 0.03406666666666667, 0.023066666666666666), (289.4064, 0.0012, 0.0015333333333333334)]","[(3, 0.0017833333333333332, 0.2834388888888889), (3, 0.009683333333333334, 0.0308), (1, 0.0, 0.0005111111111111112), (1, 0.003, 0.06097777777777777), (3, 6.666666666666667e-05, 0.1454888888888889), (3, 0.04375, 0.0321388888888889), (2, 0.0, 0.0), (1, 0.0, 0.054338888888888895), (3, 0.007816666666666666, 0.003527777777777778), (3, 0.007816666666666666, 0.003527777777777778), (3, 0.00018333333333333334, 0.015666666666666666), (3, 0.00031666666666666665, 0.026144444444444446), (2, 0.0002833333333333333, 0.0029611111111111123), (2, 0.0, 0.00225), (3, 0.0, 0.029166666666666667), (2, 0.00013333333333333334, 0.0024055555555555557)]","[69, 63, 74, 87, 51, 82, 83, 85, 79, 80, 76, 72, 86, 84, 73, 78]","[3, 6, 10, 11, 13, 12, 9, 8, 0, 14, 7, 4, 3, 15, 5, 6]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
67,16,"[2160.2621265819243, 0, 1168.6115386248337, 1385.7651479872202, 0, 1125.2060760191043, 2911.512479720924, 754.589249271, 0, 1254.9939763481898, 2103.5010678682, 922.7020845904912, 537.5614630098844, 1826.3731494030244, 3604.08485128692, 534.03988703]","[2825.85033178602, 1747.480056485, 4029.0, 2246.0315316983642, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 4029.0, 1782.9684683016353, 1203.14966821398, 4029.0, 4029.0, 2281.519943515]","[(278.22166666666675, 0.49906666666666666, 0.15853333333333333), (274.72679999999997, 0.0028666666666666667, 0.008733333333333333), (85.28386666666668, 0.0005333333333333334, 0.0014), (65.71033333333331, 0.2166, 0.004533333333333333), (1563.0768, 0.1732, 0.8919333333333332), (838.8603333333335, 0.08673333333333332, 0.3268666666666667), (0.0, 0.0, 0.0), (90.177, 0.02, 0.014), (282.41606666666667, 0.0, 0.0), (282.41606666666667, 0.0, 0.0), (244.66713333333328, 0.0014666666666666665, 0.0012), (97.867, 0.5311333333333333, 0.4374666666666666), (471.15966666666674, 0.013066666666666664, 0.18946666666666667), (268.4352, 13.852799999999998, 1.682), (159.383, 0.27046666666666663, 0.022466666666666666), (239.0746, 0.0012, 0.0016)]","[(3, 0.04115, 0.5988777777777777), (3, 0.0124, 0.02162777777777778), (1, 0.0, 0.0005444444444444444), (1, 0.0002833333333333333, 0.09404444444444444), (3, 5e-05, 0.18912777777777778), (3, 0.0, 0.012833333333333334), (2, 0.0, 0.0), (1, 3.3333333333333335e-05, 0.05506666666666666), (3, 0.00675, 0.003411111111111111), (3, 0.00675, 0.003411111111111111), (3, 0.00015, 0.019816666666666666), (1, 0.0, 0.0014666666666666662), (2, 0.00035, 0.0039833333333333335), (2, 0.0, 0.005916666666666666), (3, 0.0013666666666666669, 0.02918888888888889), (2, 0.00016666666666666666, 0.002361111111111111)]","[69, 63, 74, 87, 51, 82, 83, 85, 79, 80, 76, 88, 86, 84, 73, 78]","[3, 6, 10, 11, 13, 12, 9, 8, 0, 14, 7, 11, 3, 15, 5, 6]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
68,16,"[3262.0959778524575, 1108.5118598755066, 1161.9337584041202, 1569.2557901120101, 1646.6233023008167, 1045.0727056201176, 3145.2348118086134, 741.2336873370001, 644.4058826961312, 1320.2655306736276, 2073.45105261294, 925.6689723222934, 544.2392451590755, 1612.6841520322869, 4107.999450555, 0]","[3373.4283663466913, 1762.4138539216099, 4029.0, 2336.2934088948587, 2177.6788858135947, 4029.0, 4029.0, 4029.0, 4029.0, 1851.3211141864056, 4029.0, 1692.7065911051418, 655.571633653309, 2266.58614607839, 4029.0, 4029.0]","[(392.8656, 0.7547333333333333, 0.24346666666666666), (67.1088, 0.0, 0.001), (99.964, 0.0005333333333333334, 0.0016666666666666668), (40.54486666666667, 0.21746666666666667, 0.0017333333333333335), (125.829, 0.9397333333333332, 0.7602666666666668), (721.42, 0.07806666666666666, 0.33893333333333336), (0.0, 0.0, 0.0), (93.3228, 0.018333333333333333, 0.014133333333333333), (32.15606666666666, 0.0009333333333333332, 6.666666666666668e-05), (459.97486666666657, 0.0, 0.0), (254.4540666666667, 0.0026, 0.0088), (114.6442, 0.5428, 0.4749333333333333), (486.5389333333335, 0.012733333333333333, 0.18919999999999998), (383.0794, 15.210066666666668, 1.8525333333333331), (234.88039999999998, 0.2981333333333333, 0.018066666666666665), (244.6674, 0.0012, 0.0014666666666666665)]","[(3, 0.00026666666666666673, 1.4022944444444445), (3, 0.0, 0.0), (1, 0.0, 0.000538888888888889), (1, 0.0, 0.05373333333333333), (2, 0.0, 0.009888888888888888), (3, 0.0, 0.011183333333333332), (2, 0.0, 0.0), (1, 0.0, 0.0557), (1, 0.0, 0.000638888888888889), (3, 0.0192, 0.013244444444444444), (3, 0.00011666666666666667, 0.017588888888888887), (1, 0.0, 0.001527777777777778), (2, 0.07660000000000003, 0.0032111111111111108), (2, 0.0, 0.0036999999999999997), (3, 8.333333333333333e-05, 0.02883888888888889), (2, 0.0, 0.002361111111111111)]","[69, 89, 74, 87, 90, 82, 83, 85, 91, 80, 76, 88, 86, 84, 73, 78]","[3, 15, 10, 11, 14, 12, 9, 8, 4, 14, 7, 11, 3, 15, 5, 6]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, True]"
69,15,"[3983.2963168658976, 1115.189642163913, 0, 1517.22113040498, 1622.8881916370212, 0, 2988.3069602640226, 0, 647.744773280049, 1269.8284205130622, 2293.817831151513, 928.6358600540952, 524.2058987115023, 1499.1618721790824, 3519.18619597545, 0]","[3744.045209077198, 1822.5138849924153, 4029.0, 2308.7926351754422, 2191.0298855619794, 4029.0, 4029.0, 4029.0, 4029.0, 1837.9701144380206, 4029.0, 1720.2073648245578, 284.95479092280254, 2206.486115007585, 4029.0, 0]","[(432.01279999999997, 0.8446, 0.2776), (47.5354, 0.0, 0.001), (73.4, 0.0005, 0.0015), (26.56353333333333, 0.21073333333333333, 0.0014), (139.81, 0.972, 0.7780666666666667), (671.0880666666666, 0.08573333333333333, 0.32080000000000003), (0.0, 0.0, 0.0), (93.8472, 0.0318, 0.0146), (35.6514, 0.001, 0.0), (363.5057333333333, 0.0, 0.0), (268.435, 0.0018666666666666666, 0.0016), (109.0518, 0.5416666666666666, 0.5044666666666666), (462.072, 0.012733333333333333, 0.18913333333333332), (279.62, 9.749466666666667, 1.610333333333333), (221.59853333333334, 0.0404, 0.026733333333333335), 0]","[(3, 0.0, 1.846088888888889), (3, 0.0, 0.0), (1, 0.0, 0.0011666666666666668), (1, 1.666666666666667e-05, 0.05187222222222222), (2, 0.0, 0.011461111111111111), (3, 0.0, 0.018272222222222224), (2, 0.0, 0.0), (1, 0.00011666666666666667, 0.053427777777777775), (1, 0.0, 0.0006222222222222223), (3, 0.10526666666666666, 0.011727777777777776), (3, 0.00013333333333333334, 0.023688888888888888), (1, 0.0, 0.0017222222222222224), (2, 0.07893333333333334, 0.003822222222222222), (2, 0.05768333333333333, 0.023244444444444446), (3, 0.0, 0.02946666666666667), 0]","[69, 89, 74, 87, 90, 82, 83, 85, 91, 80, 76, 88, 86, 84, 73, -1]","[3, 15, 10, 11, 14, 12, 9, 8, 4, 14, 7, 11, 3, 15, 5, -1]","[True, True, True, True, True, True, True, True, True, True, True, True, True, True, True, False]"
70,14,"[3906.5018363228, 1115.189642163913, 3464.41286996805, 1569.2557901120101, 1578.3848591424044, 0, 3008.340303014396, 0, 631.0503203604601, 1240.1595321833177, 2203.667785385733, 931.6027477858978, 447.41140399580445, 1863.10094582612, 3576.69818828322, 1646.6233023008167]","[3744.0452161634976, 1640.5443481688965, 4029.0, 2333.326521163056, 2183.6126634795432, 0, 4029.0, 0, 4029.0, 1845.3873365204565, 4029.0, 1695.673478836944, 284.954783836502, 2388.4556518311038, 4029.0, 4029.0]","[(339.7382, 0.8196, 0.2693333333333333), (72.7012, 0.0, 0.001), (168.47066666666663, 0.27493333333333336, 0.023333333333333327), (40.54466666666666, 0.2174, 0.0013333333333333333), (184.5492, 0.9548666666666666, 0.7652666666666668), 0, (0.0, 0.0, 0.0), 0, (48.234, 0.001066666666666667, 0.0), (380.283, 0.0, 0.0), (269.134, 0.0016666666666666668, 0.0014666666666666665), (109.0518, 0.5368666666666667, 0.4758666666666667), (442.4987333333333, 0.0128, 0.18926666666666667), (338.34020000000004, 2.189, 3.0638666666666667), (117.44013333333332, 0.04193333333333333, 0.027666666666666673), (125.829, 0.9397333333333332, 0.7602666666666668)]","[(3, 3.3333333333333335e-05, 1.7759777777777779), (3, 0.0, 0.0), (3, 0.2927833333333333, 0.026605555555555556), (1, 0.00013333333333333334, 0.05250555555555555), (2, 1.666666666666667e-05, 0.010605555555555557), 0, (2, 0.0, 0.0), 0, (1, 0.0, 0.0006333333333333333), (3, 0.006966666666666668, 0.010794444444444445), (3, 0.00031666666666666665, 0.026144444444444446), (1, 0.0, 0.0017166666666666667), (2, 0.058866666666666664, 0.003477777777777778), (2, 1.1261166666666667, 0.002977777777777778), (3, 0.0027166666666666667, 0.027800000000000002), (2, 0.0, 0.009888888888888888)]","[69, 89, 92, 87, 90, -1, 83, -1, 91, 80, 76, 88, 86, 84, 73, 95]","[3, 15, 12, 11, 14, -1, 9, -1, 4, 14, 7, 11, 3, 15, 5, 0]","[True, True, True, True, True, False, True, False, True, True, True, True, True, True, True, True]"
71,15,"[4300.490910413475, 1105.1729687313032, 4442.116739200141, 1662.37044432459, 1622.8881916370212, 0, 3068.4403312655163, 2251.868135745323, 0, 1243.126421016292, 0, 925.6689723222934, 340.5668896087467, 2634.3846707111265, 3261.75156374067, 1622.8881916370212]","[3994.4620104023643, 1249.8941490100883, 4029.0, 2382.850736001148, 2204.3808853103646, 0, 4029.0, 4029.0, 4029.0, 1824.6191146896354, 4029.0, 1646.149263998852, 34.537989597636056, 2779.1058509899117, 4029.0, 4029.0]","[(322.9608666666666, 0.8597333333333332, 0.2828), (33.5544, 0.0, 0.001), (313.1741333333334, 0.2986666666666667, 0.020266666666666665), (36.35026666666667, 0.25166666666666665, 0.0012), (131.4214, 0.9578666666666666, 0.7716000000000001), 0, (0.0, 0.0, 0.0), (100.6632, 0.009333333333333334, 0.0108), (41.94273333333333, 0.0009333333333333332, 6.666666666666668e-05), (353.719, 0.0, 0.0), (369.09826666666675, 0.0032, 0.0020666666666666667), (95.0708, 0.5381333333333334, 0.44586666666666674), (473.9558, 0.00013333333333333334, 0.00013333333333333334), (408.2452, 3.357266666666667, 2.6136666666666666), (115.3428, 0.04046666666666667, 0.026666666666666672), (139.81, 0.972, 0.7780666666666667)]","[(3, 0.00455, 1.9583666666666668), (3, 0.0, 0.0), (3, 0.10841666666666666, 0.0281), (1, 0.0, 0.05533333333333333), (2, 0.0, 0.010555555555555558), 0, (2, 0.0, 0.0), (2, 0.0, 0.002416666666666667), (1, 0.0, 0.0006222222222222223), (3, 0.04356666666666667, 0.009866666666666668), (3, 0.2675166666666666, 0.1220111111111111), (1, 0.0, 0.0017277777777777773), (2, 0.06814999999999999, 0.0033166666666666665), (2, 1.092625, 0.013255555555555555), (3, 0.0, 0.025622222222222223), (2, 0.0, 0.011461111111111111)]","[69, 89, 92, 87, 90, -1, 83, 94, 91, 80, 76, 88, 86, 84, 73, 95]","[3, 15, 12, 11, 14, -1, 9, 1, 4, 14, 7, 11, 3, 15, 5, 0]","[True, True, True, True, True, False, True, True, True, True, True, True, True, True, True, True]"
72,15,"[4420.690966915716, 1111.8507510197098, 3143.9889128247596, 1654.15444542348, 1596.1861921402513, 1763.7010974382797, 3021.6958648479776, 2266.7025766922616, 0, 1308.39797534173, 777.9614183128089, 934.5696355177, 510.85033441312004, 1779.6286812281753, 3409.63954396065, 1578.3848591424044]","[3969.4203162512977, 1680.6110348957673, 4029.0, 2374.29240495289, 2158.3941083992604, 4029.0, 4029.0, 2758.8705791897264, 0, 1870.6058916007394, 1270.1294208102736, 1654.7075950471099, 59.57968374870194, 2348.3889651042327, 4029.0, 4029.0]","[(436.2071333333334, 0.5388, 0.25873333333333337), (39.146800000000006, 0.0, 0.001), (205.5204, 0.03793333333333333, 0.025266666666666666), (36.35046666666667, 0.2538666666666667, 0.0013333333333333333), (153.791, 0.9633999999999999, 0.7669333333333332), (39.146666666666654, 0.29753333333333337, 0.0019333333333333331), (0.0, 0.0, 0.0), (150.9948, 0.009333333333333334, 0.010933333333333335), 0, (342.5342, 0.0, 0.0), (123.73126666666663, 0.009733333333333332, 0.0028), (92.2746, 0.5394, 0.44333333333333325), (501.219, 0.012666666666666665, 0.18913333333333332), (645.9222, 2.945, 2.129), (132.12006666666667, 0.0338, 0.0268), (184.5492, 0.9548666666666666, 0.7652666666666668)]","[(3, 0.009816666666666666, 1.9489666666666665), (3, 0.0, 0.0), (3, 0.00125, 0.027633333333333336), (1, 0.0, 0.0559388888888889), (2, 0.0, 0.0117), (1, 0.003, 0.06097777777777777), (2, 0.0, 0.0), (2, 0.0, 0.0026888888888888887), 0, (3, 0.016566666666666667, 0.010016666666666667), (2, 0.0, 2.2222222222222223e-05), (1, 0.0, 0.0022722222222222224), (2, 0.08508333333333333, 0.0030222222222222226), (2, 0.0, 0.0070888888888888885), (3, 0.0, 0.03398333333333334), (2, 1.666666666666667e-05, 0.010605555555555557)]","[69, 89, 92, 87, 90, 93, 83, 94, -1, 80, 97, 88, 86, 84, 73, 95]","[3, 15, 12, 11, 14, 4, 9, 1, -1, 14, 1, 11, 3, 15, 5, 0]","[True, True, True, True, True, True, True, True, False, True, True, True, True, True, True, True]"
