cpu_0,ram_0,disk_0,cpu_1,ram_1,disk_1,cpu_2,ram_2,disk_2,cpu_3,ram_3,disk_3,cpu_4,ram_4,disk_4,cpu_5,ram_5,disk_5,cpu_6,ram_6,disk_6,cpu_7,ram_7,disk_7,cpu_8,ram_8,disk_8,cpu_9,ram_9,disk_9,cpu_10,ram_10,disk_10,cpu_11,ram_11,disk_11,cpu_12,ram_12,disk_12,cpu_13,ram_13,disk_13,cpu_14,ram_14,disk_14,cpu_15,ram_15,disk_15
100.0,1470.8021999999999,3.0,100.0,1177.2012,3.0,0.0,0.0,0.0,100.0,134.2176,3.0,100.0,72.7012,3.0,100.0,651.5142666666667,6.0,100.0,30.01513333333334,5.0,100.0,92.2746,2.0,100.0,689.2631333333334,5.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,99.97517994539588,29.79646666666667,5.0,0.0,0.0,0.0,100.0,729.1091333333334,2.0,0.0,0.0,0.0
100.0,1311.4188000000001,3.0,100.0,1269.4758,3.0,0.0,0.0,0.0,100.0,268.4352,3.0,100.0,33.5544,3.0,100.0,657.1066,6.0,100.0,30.233466666666672,5.0,0.0,0.0,0.0,100.0,727.0117333333333,5.0,100.0,0.0,1.0,100.0,306.18366666666674,3.0,0.0,0.0,0.0,100.0,29.66546666666667,5.0,0.0,0.0,0.0,100.0,622.8534,2.0,0.0,0.0,0.0
100.0,1311.4188000000001,3.0,100.0,1974.1186,3.0,0.0,0.0,0.0,100.0,248.8618,3.0,100.0,39.146800000000006,3.0,100.0,538.2682,6.0,100.0,28.354599999999998,5.0,100.0,281.018,3.0,100.0,692.0591333333332,5.0,100.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.01513333333334,5.0,0.0,0.0,0.0,99.97517994539588,1312.1170666666667,2.0,0.0,0.0,0.0
100.0,1177.2012,3.0,100.0,1730.8488,3.0,0.0,0.0,0.0,100.0,139.81,3.0,100.0,271.2314,4.0,100.0,377.487,3.0,100.0,31.1948,5.0,100.0,255.852,3.0,100.0,658.5048,5.0,100.0,100.6632,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.233466666666672,5.0,0.0,0.0,0.0,100.0,1996.488,1.0,0.0,0.0,0.0
100.0,1269.4758,3.0,100.0,1356.158,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,114.6442,1.0,100.0,321.563,3.0,100.0,28.4422,5.0,100.0,226.49179999999998,3.0,100.0,239.0746,2.0,100.0,150.9948,2.0,100.0,545.259,1.0,100.0,67.10839999999999,1.0,100.0,28.354599999999998,5.0,0.0,0.0,0.0,100.0,1769.9958000000001,1.0,100.0,1426.063,3.0
100.0,1974.1186,3.0,100.0,1227.5328,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,542.4626666666667,2.0,100.0,343.9326,3.0,100.0,31.1948,3.0,100.0,315.219,4.0,0.0,0.0,0.0,100.0,150.9948,2.0,100.0,738.1968,1.0,100.0,72.70093333333334,1.0,100.0,31.1948,5.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1311.4188000000001,5.0
100.0,1730.8488,3.0,100.0,1551.892,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,507.51020000000005,2.0,100.0,478.1502,3.0,100.0,28.52946666666667,3.0,100.0,366.5663333333333,4.0,0.0,0.0,0.0,100.0,184.5492,2.0,100.0,564.8324,1.0,100.0,75.49719999999999,1.0,100.0,28.4422,5.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1400.8971999999999,5.0
100.0,1356.158,3.0,100.0,1736.4414,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,444.5955333333333,2.0,100.0,461.373,3.0,100.0,30.320933333333343,3.0,100.0,323.321,4.0,0.0,0.0,0.0,100.0,218.1036,2.0,100.0,1015.0211999999999,1.0,100.0,75.49719999999999,1.0,100.0,31.1948,5.0,0.0,0.0,0.0,100.0,0.0,1.0,100.0,1537.9109999999998,5.0
100.0,1227.5328,3.0,100.0,1493.1718,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,567.6288666666667,2.0,100.0,416.6338,3.0,0.0,0.0,0.0,100.0,321.2714666666667,4.0,0.0,0.0,0.0,99.97517994539588,364.37940000000003,3.0,100.0,679.4766,1.0,100.0,77.5942,1.0,100.0,28.52946666666667,5.0,100.0,335.544,3.0,0.0,0.0,0.0,100.0,1412.082,5.0
100.0,1551.892,3.0,100.0,1484.7831999999999,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,778.7418,2.0,100.0,402.6528,3.0,0.0,0.0,0.0,100.0,305.4146666666667,4.0,0.0,0.0,0.0,100.0,130.5472,3.0,100.0,654.3108000000001,1.0,100.0,69.2056,1.0,100.0,30.320933333333343,3.0,100.0,427.8186,3.0,0.0,0.0,0.0,100.0,1311.4188000000001,5.0
100.0,1736.4414,3.0,100.0,1644.1666,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,707.4386,2.0,100.0,363.506,3.0,0.0,0.0,0.0,100.0,296.219,4.0,0.0,0.0,0.0,100.0,459.27540000000005,3.0,100.0,506.11220000000003,1.0,100.0,82.4876,1.0,100.0,29.840133333333338,3.0,100.0,419.43,3.0,0.0,0.0,0.0,100.0,1177.2012,5.0
100.0,1493.1718,3.0,100.0,1434.4516,3.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,426.4208,1.0,100.0,422.2262,3.0,0.0,0.0,0.0,100.0,319.378,4.0,0.0,0.0,0.0,100.0,1157.6274666666666,2.0,100.0,713.031,1.0,100.0,81.08953333333334,4.0,100.0,31.019866666666662,3.0,100.0,455.7806,3.0,0.0,0.0,0.0,99.97517994539588,1269.4758,5.0
100.0,1484.7831999999999,3.0,100.0,1392.5086000000001,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,433.411,3.0,0.0,0.0,0.0,100.0,739.7035333333333,6.0,100.0,267.736,1.0,100.0,167.772,2.0,100.0,458.5768,1.0,100.0,481.64493333333326,7.0,100.0,168.47066666666663,3.0,100.0,332.7478,3.0,0.0,0.0,0.0,100.0,1974.1186,3.0
100.0,1644.1666,3.0,100.0,1632.9818,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,369.0984,3.0,0.0,0.0,0.0,100.0,949.3051333333333,6.0,100.0,279.6198,1.0,100.0,536.8704,2.0,100.0,824.879,1.0,99.97517994539588,406.8462666666667,7.0,100.0,313.1741333333334,3.0,100.0,377.487,3.0,0.0,0.0,0.0,100.0,1909.8056,4.0
100.0,1434.4516,3.0,100.0,1756.0146000000002,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,39.146666666666654,1.0,0.0,0.0,0.0,100.0,837.9345333333333,6.0,100.0,271.93059999999997,1.0,100.0,738.197,2.0,100.0,721.4196,1.0,100.0,443.19686666666666,7.0,100.0,205.5204,3.0,100.0,321.563,3.0,0.0,0.0,0.0,100.0,1549.0957999999998,4.0
100.0,1392.5086000000001,3.0,100.0,1834.3084,3.0,100.0,178.9568,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,65.71033333333331,1.0,0.0,0.0,0.0,100.0,929.5754,6.0,100.0,277.5227333333333,1.0,100.0,352.32120000000003,2.0,100.0,626.3488000000001,1.0,100.0,306.18359999999996,6.0,100.0,130.0228,3.0,100.0,343.9326,3.0,0.0,0.0,0.0,100.0,1361.7504,4.0
100.0,1632.9818,3.0,100.0,1937.767933333333,3.0,100.0,192.93779999999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.54486666666667,1.0,0.0,0.0,0.0,99.97517994539588,965.5622000000001,6.0,100.0,304.0866,1.0,100.0,218.1036,2.0,0.0,0.0,0.0,100.0,390.0698,6.0,100.0,110.44946666666667,3.0,100.0,478.1502,3.0,0.0,0.0,0.0,100.0,1778.3842,4.0
100.0,1756.0146000000002,3.0,100.0,2088.762666666667,3.0,100.0,134.2176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,26.56353333333333,1.0,0.0,0.0,0.0,100.0,891.6362666666666,6.0,100.0,292.20259999999996,1.0,100.0,134.2176,2.0,0.0,0.0,0.0,100.0,324.35900000000004,6.0,100.0,119.5372,3.0,100.0,461.373,3.0,100.0,267.736,1.0,100.0,1736.4414,3.0
100.0,1834.3084,3.0,100.0,1599.4273999999998,3.0,100.0,226.49220000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,40.54466666666666,1.0,0.0,0.0,0.0,100.0,900.145,6.0,100.0,276.8236,1.0,100.0,33.5544,2.0,0.0,0.0,0.0,99.97517994539588,406.84680000000003,6.0,100.0,105.55626666666666,3.0,100.0,416.6338,3.0,100.0,279.6198,1.0,100.0,1493.1718,3.0
100.0,1937.767933333333,3.0,100.0,1652.5552,3.0,100.0,271.2314,1.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.35026666666667,1.0,0.0,0.0,0.0,100.0,550.1778,4.0,100.0,332.04866666666675,1.0,100.0,100.6632,2.0,0.0,0.0,0.0,100.0,601.1824,10.0,100.0,111.8476,3.0,0.0,0.0,0.0,100.0,271.93059999999997,1.0,100.0,1484.7831999999999,3.0
100.0,2088.762666666667,3.0,100.0,1744.8298,3.0,100.0,123.73126666666663,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,36.35046666666667,1.0,0.0,0.0,0.0,100.0,506.0896000000001,4.0,100.0,318.06759999999997,1.0,100.0,301.9894,3.0,0.0,0.0,0.0,100.0,833.9660666666665,10.0,100.0,115.3428,3.0,0.0,0.0,0.0,100.0,277.5227333333333,1.0,100.0,1644.1666,3.0
0.0,0.0,0.0,100.0,1400.8971999999999,3.0,100.0,120.93533333333332,2.0,0.0,0.0,0.0,100.0,258.64820000000003,3.0,100.0,71.3028,1.0,0.0,0.0,0.0,100.0,370.22266666666667,4.0,0.0,0.0,0.0,100.0,359.3114,3.0,0.0,0.0,0.0,100.0,940.9209999999999,10.0,100.0,111.1486,3.0,100.0,184.549,1.0,100.0,304.0866,1.0,100.0,1434.4516,3.0
0.0,0.0,0.0,100.0,1361.7504,3.0,100.0,120.23626666666664,2.0,0.0,0.0,0.0,100.0,328.5534,3.0,100.0,46.137,1.0,0.0,0.0,0.0,100.0,356.14599999999996,4.0,0.0,0.0,0.0,100.0,459.9746,3.0,0.0,0.0,0.0,99.97517994539588,837.4614,10.0,100.0,97.86666666666669,3.0,100.0,225.0938,1.0,100.0,292.20259999999996,1.0,100.0,1392.5086000000001,3.0
0.0,0.0,0.0,100.0,0.0,2.0,100.0,130.722,2.0,0.0,0.0,0.0,100.0,298.49406666666664,3.0,100.0,58.719800000000006,1.0,100.0,168.47066666666663,3.0,100.0,202.06866666666667,2.0,0.0,0.0,0.0,100.0,225.09366666666662,1.0,0.0,0.0,0.0,100.0,679.4758,10.0,100.0,98.5656,3.0,100.0,191.5394,1.0,100.0,276.8236,1.0,100.0,1632.9818,3.0
0.0,0.0,0.0,100.0,145.4024,2.0,100.0,164.2764,2.0,0.0,0.0,0.0,100.0,294.3,3.0,100.0,46.1372,1.0,100.0,313.1741333333334,3.0,99.97517994539588,190.8414,2.0,0.0,0.0,0.0,100.0,159.38313333333332,1.0,100.0,29.621666666666673,3.0,99.97517994539588,766.1583333333333,10.0,100.0,159.383,3.0,100.0,225.09366666666662,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,100.0,67.1088,2.0,100.0,148.19806666666668,2.0,0.0,0.0,0.0,100.0,234.18133333333338,3.0,100.0,32.15606666666666,1.0,100.0,205.5204,3.0,100.0,195.018,2.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,29.53446666666667,3.0,99.97517994539588,1055.5653333333335,10.0,100.0,234.88039999999998,3.0,100.0,0.0,1.0,0.0,0.0,0.0,100.0,388.67179999999996,2.0
